Company,Current_Price_INR,PE_Ratio,Market_Cap_Crore,Quarterly_Profit_Growth_Percent,Quarterly_Sales_Growth_Percent,ROCE_Percent,Expected_PE_Ratio,Cap_Category,Is_profitable
Amines & Plast.,191.76,28.88,1055.06,19.83,-6.44,16.73,160.0267044980389,Small Cap,True
Amit Securities,54.6,71.8,38.77,-148.94,-10.39,0.93,-111.56518185533305,Micro Cap,True
AMJ Land Holdin.,38.66,10.72,158.51,-50.29,-39.88,10.06,77.77107221886943,Micro Cap,True
Amkay Products,52.35,19.61,45.31,-77.48,-7.45,12.77,232.46003552397875,Micro Cap,True
Ampvolts,30.7,50.92,78.93,-89.17,1112.9,5.62,283.4718374884581,Micro Cap,True
Amrapali Capital,41.55,8.36,40.64,328.16,17669.79,9.02,9.704316143497756,Micro Cap,True
Amrapali Fincap,27.66,47.67,37.18,1275.0,-35.97,0.41,2.0116363636363634,Micro Cap,True
Amrapali Inds.,35.75,14.6,183.79,771.29,453.79,20.56,4.103111478382628,Micro Cap,True
Amraworld Agrico,0.55,0.0,6.62,97.37,0.0,-9.96,0.27866443735116786,Micro Cap,False
Amrutanjan Healt,537.3,24.08,1553.37,45.26,10.6,24.82,369.8884758364312,Small Cap,True
AMS Polymers,44.1,18.43,14.56,-41.18,1.35,10.38,74.97449846990818,Micro Cap,True
Amwill Health,44.5,7.8,89.02,79.33,39.36,20.51,24.81458763174037,Micro Cap,True
Anand Rathi Shar,541.15,25.88,3410.67,125.15,28.25,19.82,240.35087719298244,Small Cap,True
Anand Rathi Wea.,1932.5,81.98,32087.48,41.14,29.98,57.47,1369.207878701998,Large Cap,True
Anand Rayons,53.03,15.7,113.86,13.33,37.57,10.41,46.792552722138886,Micro Cap,True
Anant Raj,522.55,33.89,18805.37,23.57,19.64,12.07,422.877721129724,Mid Cap,True
Anantam Highways,105.94,11.79,2304.2,405840.0,0.0,0.0,0.02609745282554072,Small Cap,True
ANB Metal,478.65,26.4,566.47,199.54,115.08,29.63,159.79501902917806,Small Cap,True
Andhra Cements,52.34,0.0,482.43,211.16,73.07,-6.01,16.820928139863735,Micro Cap,False
Andhra Paper,63.61,67.93,1264.89,-1.66,29.38,1.98,64.68375025422004,Small Cap,True
Andhra Petrochem,44.79,0.0,380.59,137.38,-44.71,-1.62,18.868480916673686,Micro Cap,False
Andhra Sugars,80.42,10.93,1089.98,-14.19,27.39,8.48,93.71868080643281,Small Cap,True
Andrew Yule & Co,28.16,0.0,1376.89,-2751.4,-5.86,-6.25,-1.0620804103492494,Small Cap,False
ANG Lifesciences,42.83,0.0,55.93,33.01,39.71,-3.64,32.20058642207353,Micro Cap,False
Angel Fibers,12.0,23.44,30.0,-125.14,1.23,10.25,-47.73269689737469,Micro Cap,True
Angel One,335.25,33.46,30620.04,83.5,38.2,14.77,182.69754768392372,Large Cap,True
ANI Integrated,52.8,11.45,61.71,-81.57,8.64,8.23,286.4894194248507,Micro Cap,True
Anik Industries,45.6,0.0,126.54,-609.3,-83.5,0.3,-8.953465540938543,Micro Cap,False
Anirit Ventures,54.12,0.0,32.47,-33.67,-100.0,-28.3,81.59203980099502,Micro Cap,False
Anjani Finance,9.95,63.06,10.09,-60.0,120.0,1.45,24.874999999999996,Micro Cap,True
Anjani Foods,17.05,48.62,47.65,72.22,5.89,10.86,9.90012774358379,Micro Cap,True
Anjani Portland,109.68,0.0,322.18,93.15,-10.68,0.12,56.78488221589438,Micro Cap,False
Anjani Synth.,23.16,9.01,34.16,136.36,17.56,5.99,9.798612286342868,Micro Cap,True
Anka India,23.77,0.0,122.52,-2450.0,-50.74,0.42,-1.0114893617021277,Micro Cap,False
Ankit Met.Power,1.45,0.0,20.46,-76.27,-25.51,-34.2,6.11040876527602,Micro Cap,False
Anlon Healthcare,16.29,31.13,865.84,-41.2,13.26,22.38,27.70408163265306,Small Cap,True
Anlon Tech,692.7,31.22,433.31,114.47,107.06,27.08,322.9822352776612,Micro Cap,True
Anmol India,11.16,5.62,63.52,56.88,-1.82,8.79,7.113717491075982,Micro Cap,True
Anna Infrastruct,32.0,16.21,12.16,-188.89,-96.85,9.15,-35.99955000562494,Micro Cap,True
Annapurna Swadi.,129.65,9.27,282.9,100.19,32.51,12.63,64.76347469903592,Micro Cap,True
Annvrridhhi Ven,9.89,40.89,29.44,138.71,118.81,5.83,4.143102509320933,Micro Cap,True
Anondita Medi.,1177.15,63.65,2129.07,85.87,82.76,43.6,633.3189863883359,Small Cap,True
ANS Industries,11.73,4.76,10.86,2790.0,0.0,-11.43,0.4058823529411765,Micro Cap,True
Ansal Buildwell,86.14,78.48,63.57,-133.33,-13.8,4.4,-258.4458445844583,Micro Cap,True
Ansal Housing,6.73,0.0,46.86,-3235.8,-37.64,-5.05,-0.2146182792269915,Micro Cap,False
Ansal Properties,3.85,0.0,60.6,-121.82,-92.08,0.0,-17.644362969752525,Micro Cap,False
Antarctica,0.81,6.41,12.56,-62.71,25.86,-1.59,2.172164119066774,Micro Cap,True
Antelopus Selan,808.1,31.71,2841.47,157.65,65.28,21.22,313.64253832718805,Small Cap,True
Anthem Bioscienc,761.7,70.44,42898.57,128.88,26.44,30.45,332.7944774554352,Large Cap,True
Antony Waste han,472.0,17.76,1339.81,48.9,17.77,11.16,316.9912693082606,Small Cap,True
Anubhav Plast,0.0,14.52,88.0,0.0,0.0,27.59,0.0,Micro Cap,True
Anuh Pharma,78.2,19.09,783.75,-6.26,2.01,15.87,83.42223170471517,Small Cap,True
Anupam Finserv,1.97,19.17,37.38,1450.0,48.86,8.16,0.1270967741935484,Micro Cap,True
Anupam Rasayan,1275.1,85.33,14516.8,-4.31,27.12,7.36,1332.5321350193333,Mid Cap,True
Anuroop Packagin,12.08,4.38,13.35,-79.2,-40.84,11.15,58.07692307692309,Micro Cap,True
Anya Polytech &,16.75,23.93,201.0,1312.5,31.68,10.18,1.1858407079646018,Micro Cap,True
Anzen IYEP Trust,128.0,2846.26,3273.2,147.43,101.95,3.34,51.73180293416319,Small Cap,True
Apar Inds.,16022.0,64.29,64367.16,3.66,26.74,31.12,15456.299440478488,Large Cap,True
Apcotex Industri,511.85,26.45,2653.68,107.28,13.79,19.8,246.93651099961406,Small Cap,True
Apeejay Surrend.,122.23,39.03,2608.07,-54.63,3.6,9.43,269.4070972007935,Small Cap,True
Apex Ecotech,254.0,19.68,334.9,106.13,135.7,41.17,123.22320865473245,Micro Cap,True
Apex Frozen Food,407.8,32.8,1274.38,297.45,-14.95,10.45,102.6041011447981,Small Cap,True
Apis India,60.81,33.08,837.67,27.31,8.57,14.59,47.765297305789026,Small Cap,True
APL Apollo Tubes,1793.5,41.39,49798.03,20.89,13.81,31.64,1483.5801141533625,Large Cap,True
Aplab,99.05,85.82,216.27,-110.23,-40.03,14.86,-968.2306940371451,Micro Cap,True
APM Industries,55.13,0.0,119.14,-610.45,11.42,1.08,-10.800274267802918,Micro Cap,False
Apollo Finvest,342.55,22.31,127.86,2.88,-27.81,11.57,332.9607309486781,Micro Cap,True
Apollo Hospitals,8592.0,63.17,123539.78,35.86,18.12,17.89,6324.157220668335,Large Cap,True
Apollo Ingredie.,84.04,123.1,87.4,-56.25,46.38,22.86,192.0914285714286,Micro Cap,True
Apollo Micro Sys,384.4,126.5,14284.29,168.71,81.28,14.47,143.05384987533026,Mid Cap,True
Apollo Pipes,481.7,283.28,2121.8,-89.88,10.24,2.1,4759.881422924898,Small Cap,True
Apollo Sindoori,1275.9,28.24,331.79,-7.41,32.08,10.93,1378.0105842963605,Micro Cap,True
Apollo Techno,82.0,10.16,112.25,-15.74,24.23,19.27,97.31782577735581,Micro Cap,True
Apollo Tyres,430.65,13.2,27350.62,254.71,14.2,13.82,121.40903836937215,Large Cap,True
Apoorva Leasing,31.8,198.5,63.52,120.69,305.71,0.23,14.40935248538674,Micro Cap,True
Aprameya Enginee,151.0,57.04,287.5,-109.64,-90.03,12.64,-1566.3900414937752,Micro Cap,True
Apsis Aerocom,317.3,50.92,382.41,41.81,78.47,31.78,223.750088146111,Micro Cap,True
Apt Packaging,69.95,51.33,82.64,1650.0,49.44,9.74,3.9971428571428573,Micro Cap,True
Aptech,105.63,24.26,612.68,-63.97,-6.48,15.34,293.17235636969184,Small Cap,True
Aptus Pharma,235.15,87.29,403.28,60.34,117.57,29.97,146.65710365473367,Micro Cap,True
Aptus Value Hou.,265.1,14.08,13274.69,26.04,18.66,15.4,210.33005395112664,Mid Cap,True
Aqylon Nexus,39.55,0.0,1003.5,-3183.33,179.14,131.18,-1.2827040894098265,Small Cap,False
Arabian Petrol.,64.0,6.19,69.71,3.37,36.98,18.41,61.913514559349906,Micro Cap,True
Aravali Sec,4.45,0.0,6.74,55.56,0.0,4.49,2.8606325533556185,Micro Cap,False
ARC Finance,0.54,65.36,47.06,114.12,54.52,1.28,0.2521950308238371,Micro Cap,True
ARC Insulation,40.0,22.15,41.19,0.0,0.0,6.5,40.0,Micro Cap,True
Arcee Industries,16.77,0.0,8.62,-100.0,0.0,-13.18,inf,Micro Cap,False
Archean Chemical,522.5,62.65,6450.7,-74.93,-12.92,7.41,2084.1643398484252,Mid Cap,True
Archidply Decor,68.2,253.07,37.96,600.0,-17.32,2.7,9.742857142857144,Micro Cap,True
Archidply Inds.,80.14,17.93,159.2,3250.0,10.7,10.2,2.392238805970149,Micro Cap,True
Archies,14.29,0.0,48.27,-288.18,-44.02,-0.53,-7.593793176745668,Micro Cap,False
Archit Organosys,58.36,14.91,119.76,0.0,-15.47,13.41,58.36,Micro Cap,True
ARCL Organics,193.1,28.82,154.48,-50.18,-9.59,17.05,387.59534323564833,Micro Cap,True
Arex Industries,115.0,27.97,41.39,-111.54,-2.06,7.75,-996.5337954939326,Micro Cap,True
Arfin India,89.81,111.42,1515.3,957.41,24.99,13.97,8.493394236861766,Small Cap,True
Arham Tech,140.0,25.03,305.37,35.99,94.77,19.95,102.94874623134054,Micro Cap,True
Aries Agro,339.3,10.3,441.24,-19.78,44.63,21.2,422.9618548990277,Micro Cap,True
Arigato Universe,48.45,13.01,29.54,1270.0,25.64,20.4,3.536496350364964,Micro Cap,True
Arih.Found.Hsg.,844.05,14.26,841.15,-62.6,118.88,17.47,2256.8181818181815,Small Cap,True
Arihant Academy,469.0,31.17,283.99,249.47,75.59,42.67,134.20322202191892,Micro Cap,True
Arihant Capital,69.53,24.01,762.14,-96.23,5.83,11.0,1844.2970822281188,Small Cap,True
Arihant Super.,254.6,23.92,1101.14,5.68,18.5,10.55,240.91597274791826,Small Cap,True
Arihant's Secur.,18.54,40.3,9.27,78.36,80.21,0.83,10.394707333482843,Micro Cap,True
Aris Interna.,398.15,0.0,59.72,-600.0,-100.0,-39.19,-79.63,Micro Cap,False
Arisinfra Solu.,114.24,17.17,934.41,1332.3,55.26,15.57,7.975982685191649,Small Cap,True
Aristo Bio-Tech,99.7,9.45,67.87,714.29,3.18,19.54,12.243795208095396,Micro Cap,True
Aritas Vinyl,13.98,5.79,27.52,-13.43,3.13,11.65,16.148781333025298,Micro Cap,True
Arkade,123.12,12.43,2285.89,118.04,49.55,19.29,56.46670335718217,Small Cap,True
Arman Financial,1668.0,30.98,1753.86,221.39,-11.92,11.74,518.9956128068702,Small Cap,True
Arman Holdings,108.95,59.76,56.77,392.31,-51.23,18.65,22.130365013914,Micro Cap,True
Armour Security,20.7,6.58,34.92,61.74,48.75,22.83,12.798318288611352,Micro Cap,True
Arnold Holdings,13.38,7.2,31.81,53.12,0.75,9.37,8.738244514106583,Micro Cap,True
Aro Granite Inds,25.71,0.0,39.34,-32150.0,-57.03,1.04,-0.08021840873634946,Micro Cap,False
Arrow Greentech,588.8,18.76,888.38,-35.31,-27.07,30.45,910.187045911269,Small Cap,True
Arrowhead Sepera,70.0,77.06,13.1,90.0,20.13,3.45,36.8421052631579,Micro Cap,True
Arshiya,1.05,0.0,27.66,-101.15,0.0,0.0,-91.30434782608644,Micro Cap,False
Art Nirman Ltd,42.09,202.0,105.04,-88.31,152.02,5.85,360.05132591958943,Micro Cap,True
Artefact Project,55.47,7.67,40.35,-84.63,12.48,10.22,360.89785296031215,Micro Cap,True
Artemis Electri.,16.19,45.87,406.43,-18.64,8.7,12.97,19.8992133726647,Micro Cap,True
Artemis Medicare,261.1,39.09,4133.38,27.37,16.61,14.53,204.99332652900998,Small Cap,True
Artificial Elect,103.95,7.82,287.63,2149.06,1019.46,0.0,4.6219309400371715,Micro Cap,True
Artson,172.15,0.0,635.58,460.0,-24.4,-14.6,30.74107142857143,Small Cap,False
Aruna Hotels,7.26,30.38,24.61,-62.75,1.96,12.36,19.489932885906036,Micro Cap,True
Arunaya Organics,16.0,7.54,28.06,-8.21,-10.68,15.24,17.431092711624363,Micro Cap,True
Arunjyoti Bio,5.65,0.0,105.31,-33.67,37.12,-0.64,8.518015980702549,Micro Cap,False
Arvee Laborat.,165.04,71.89,181.87,642.86,67.44,7.92,22.216837627547584,Micro Cap,True
Arvind Fashions.,469.25,46.67,6270.27,147.37,14.78,18.92,189.69559768767434,Mid Cap,True
Arvind Ltd,547.25,33.68,14345.65,2.75,14.97,13.84,532.603406326034,Mid Cap,True
Arvind Port &,30.15,43.24,51.45,-84.84,-36.25,2.64,198.87862796833778,Micro Cap,True
Arvind SmartSp.,600.35,28.55,2753.62,120.99,-4.72,12.9,271.6638761934929,Small Cap,True
Aryaman Capital,409.5,17.65,490.46,-18.8,-70.08,31.88,504.31034482758616,Micro Cap,True
Aryaman Fin.Serv,595.5,24.66,729.31,-45.16,-73.43,22.11,1085.8862144420132,Small Cap,True
Aryan Share,20.5,3.38,6.15,-242.86,-33.33,10.36,-14.349713005739883,Micro Cap,True
Aryavan Enterprise,48.98,10.12,34.1,83.61,79.58,14.86,26.67610696585153,Micro Cap,True
Asahi India Glas,898.9,64.82,22915.41,43.17,14.77,11.76,627.8549975553537,Large Cap,True
Asahi Songwon,255.96,16.07,301.71,42.28,-5.7,8.49,179.89879111610907,Micro Cap,True
Asarfi Hospital,228.1,26.28,448.84,6.79,28.29,18.77,213.59677872459966,Micro Cap,True
Ascensive Educa.,19.75,22.99,80.68,-36.68,37.6,24.52,31.19077700568541,Micro Cap,True
Ascom Leasing &,269.0,59.91,315.11,2.79,-3.36,13.21,261.698608814087,Micro Cap,True
Asgard Alcobev,34.1,599.94,1062.33,73.4,78.28,7.36,19.66551326412918,Small Cap,True
Ashapura Logi.,54.7,8.22,74.15,-55.81,11.57,9.63,123.78366146186922,Micro Cap,True
Ashapura Minech.,671.3,15.81,6412.67,28.03,254.55,20.72,524.3302351011481,Mid Cap,True
Ashapuri Gold,4.08,7.33,135.99,68.75,-15.67,15.97,2.417777777777778,Micro Cap,True
Ashiana Agro Ind,12.06,111.0,5.55,0.0,15.79,2.69,12.06,Micro Cap,True
Ashiana Housing,385.05,32.83,3870.71,3.15,48.14,14.45,373.29132331555985,Small Cap,True
Ashiana Ispat,17.32,0.0,13.8,198.55,6125900.0,-9.02,5.8013733043041364,Micro Cap,False
Ashika Credit,385.6,47.16,2842.86,24.89,13.99,13.33,308.7517014973177,Small Cap,True
Ashima,15.2,0.0,291.32,-95.98,755.41,0.23,378.10945273631825,Micro Cap,False
Ashirwad Cap.,2.72,23.54,24.48,28.57,5.56,6.7,2.115579061989578,Micro Cap,True
Ashirwad Steels,23.7,14.67,29.63,-36.11,-2.41,3.25,37.095007043355764,Micro Cap,True
Ashish Polyplast,28.52,74.62,9.7,15.0,10.66,3.53,24.8,Micro Cap,True
Ashnisha Indus.,3.45,365.88,91.47,-90.0,429.81,0.25,34.50000000000001,Micro Cap,True
Ashnoor Textile,39.2,7.36,62.45,-3.29,-37.38,9.94,40.533553924102996,Micro Cap,True
Ashok Leyland,160.68,25.36,94381.09,9.51,17.36,13.82,146.72632636288924,Large Cap,True
Ashoka Buildcon,131.03,4.57,3678.32,-64.65,-27.47,26.52,370.66478076379076,Small Cap,True
Ashoka Metcast,15.23,3.52,38.07,311.11,59.48,9.39,3.704604607039478,Micro Cap,True
Ashoka Refinerie,14.74,0.0,5.01,20.0,0.0,-6.0,12.283333333333333,Micro Cap,False
Ashram Online,6.31,0.0,7.57,-200.0,27.27,0.84,-6.31,Micro Cap,False
Ashtasidhhi Ind,17.99,168.88,13.51,-200.0,260.0,1.65,-17.99,Micro Cap,True
Ashwini Contain.,174.05,17.02,261.08,81.5,20.36,24.08,95.89531680440773,Micro Cap,True
Asi Industries,25.34,10.06,228.25,-37.68,1.78,9.02,40.66110397946085,Micro Cap,True
Asia Capital,63.52,140.29,19.64,-80.0,80.0,3.02,317.6000000000001,Micro Cap,True
Asia Pack,46.1,52.87,12.16,-115.79,-66.67,1.28,-291.95693476884077,Micro Cap,True
Asian Energy,368.3,31.01,1790.34,50.57,56.99,16.51,244.60383874609815,Small Cap,True
Asian Granito,54.36,77.22,1611.64,-739.21,4.61,3.12,-8.504247430421927,Small Cap,True
Asian Hotels (E),149.25,107.09,258.08,21.33,13.46,11.76,123.01162119838456,Micro Cap,True
Asian Hotels (N),296.35,466.21,1263.44,564.07,12.46,3.45,44.626319514509014,Small Cap,True
Asian Hotels (W),596.6,8.52,695.11,2253.96,5.86,19.66,25.344525820319802,Small Cap,True
Asian Paints,2645.2,57.12,253727.0,43.83,10.62,26.34,1839.1156226100256,Large Cap,True
Asian Petroprod.,9.17,18.61,22.52,5300.0,-68.24,11.52,0.1698148148148148,Micro Cap,True
Asian Star Co.,644.15,25.51,1031.08,91.07,-12.68,3.56,337.12775422619984,Small Cap,True
Asian Tea & Exp,8.99,39.33,22.42,68.7,1.17,2.04,5.328986366330764,Micro Cap,True
Asian Warehous.,35.0,53.09,12.21,0.0,-65.25,2.59,35.0,Micro Cap,True
Asit C Mehta Fin,123.4,0.0,101.76,-44.86,-50.12,5.79,223.79397896264055,Micro Cap,False
ASK Automotive,464.8,30.82,9163.19,24.18,35.01,25.49,374.29537767756483,Mid Cap,True
ASM Technologies,3918.75,92.32,5716.15,4.95,18.0,27.56,3733.9209147212955,Mid Cap,True
Aspinwall & Co,243.26,21.13,190.19,165.93,46.06,6.35,91.47520024066483,Micro Cap,True
Aspira Pathlab,131.25,2702.0,135.1,-195.83,12.8,2.84,-136.96128560993424,Micro Cap,True
Aspire & Innovat,14.55,8.62,22.08,-4.05,73.83,6.91,15.164147993746743,Micro Cap,True
Assam Entrade,601.0,43.92,86.53,-154.17,3.5,5.13,-1109.4701864500648,Micro Cap,True
Assoc.Alcohols,860.2,19.52,1727.21,5.28,-1.64,17.98,817.0592705167174,Small Cap,True
Associated Cera.,179.8,17.67,36.76,-176.0,-17.92,9.83,-236.57894736842107,Micro Cap,True
Associated Coat.,97.9,11.51,13.24,-11.59,37.97,20.27,110.73407985522,Micro Cap,True
Asston Pharmaceu,81.0,17.82,68.95,-75.38,10.8,16.8,329.0008123476847,Micro Cap,True
Astal Lab,88.19,26.26,386.26,180.29,471.15,9.13,31.46384102179885,Micro Cap,True
Astec Lifescienc,725.45,0.0,1616.51,51.77,32.7,-5.45,477.9930157475127,Small Cap,False
Aster DM Health.,769.05,97.62,39846.1,41.97,18.2,11.4,541.6989504824962,Large Cap,True
Astonea Labs,262.6,61.07,276.02,0.0,0.0,10.33,262.6,Micro Cap,True
Astra Microwave,1721.7,84.71,16346.68,44.21,19.71,20.25,1193.883919284377,Mid Cap,True
Astral,1486.9,72.46,39945.59,21.24,24.21,19.86,1226.4104256021117,Large Cap,True
Astrazeneca Phar,8391.0,109.59,20977.5,-26.63,20.42,29.27,11436.554450047703,Large Cap,True
Astron,17.16,4.28,14.76,-4.12,75.83,21.61,17.897371714643306,Micro Cap,True
Astron Paper,3.9,0.0,18.14,46.07,-92.05,-6.12,2.669952762374204,Micro Cap,False
Atal Realtech,31.06,58.86,382.03,528.57,37.79,10.66,4.94137486676106,Micro Cap,True
Atam Valves,70.02,33.17,80.26,-59.62,-10.94,8.53,173.40267459138184,Micro Cap,True
ATC Energies,24.6,0.0,50.16,-137.25,-38.06,0.63,-66.04026845637583,Micro Cap,False
Aten Papers,22.82,3.18,23.5,60.5,48.91,24.68,14.218068535825546,Micro Cap,True
Atharv Enter,3.78,33.84,6.43,-16.67,0.0,1.4,4.53618144725789,Micro Cap,True
Atharva Poly-Plast,0.0,19.11,101.1,0.0,0.0,36.04,0.0,Micro Cap,True
Athena Global,61.0,0.0,85.78,45.2,17.65,-4.76,42.011019283746556,Micro Cap,False
Ather Energy,998.75,0.0,38264.21,57.23,73.75,-19.77,635.2159257139224,Large Cap,False
Atishay,205.3,33.26,226.48,-25.0,-20.79,16.98,273.73333333333335,Micro Cap,True
Atlanta Electric,1812.0,68.75,13933.67,129.07,81.69,45.26,791.0245776400226,Mid Cap,True
Atlantaa,39.85,0.0,324.78,131.62,21.21,1.95,17.204904585096276,Micro Cap,False
Atlas Cycles,98.55,0.0,64.1,-361.22,-60.49,-2.05,-37.72682030472399,Micro Cap,False
Atma Industries,169.85,0.0,39.07,0.0,0.0,-1.21,169.85,Micro Cap,False
Atmastco Ltd,169.75,16.83,419.87,42.9,2.2,20.41,118.78936319104268,Micro Cap,True
Atul,6670.5,28.97,19639.12,66.13,15.05,14.87,4015.2290375007524,Mid Cap,True
Atul Auto,467.8,30.03,1298.2,106.85,13.94,11.38,226.1542180323906,Small Cap,True
ATV Projects,28.04,20.8,148.94,-19.84,13.05,2.87,34.98003992015968,Micro Cap,True
Atvo Enterprises,30.34,1545.67,324.59,150.0,62.09,2.48,12.136,Micro Cap,True
AU Small Finance,1033.85,29.32,77432.47,65.15,17.53,7.66,626.0066606115652,Large Cap,True
Aureate Tradde,31.08,7.67,40.36,47.31,-9.98,20.48,21.09836399429774,Micro Cap,True
Auri Grow India,0.31,0.0,45.76,-140.12,-100.0,-0.37,-0.7726819541375872,Micro Cap,False
Aurionpro Sol.,895.1,22.72,4946.47,18.53,5.7,16.29,755.1674681515228,Small Cap,True
Auro Impex,25.75,7.55,31.42,15.98,-16.86,9.75,22.202103811001898,Micro Cap,True
Auro Labs.,253.75,43.45,158.15,174.36,32.84,9.42,92.48797200758129,Micro Cap,True
Aurobindo Pharma,1555.2,25.46,90326.27,1.97,5.62,12.8,1525.154457193292,Large Cap,True
Aurum Proptech,215.1,0.0,1549.66,151.57,82.8,1.84,85.50304090312835,Small Cap,False
Ausom Enter.,114.75,8.02,156.29,-92.48,-5.65,16.38,1525.9308510638311,Micro Cap,True
Austere Sys.,42.15,8.76,44.17,13.89,4.09,26.47,37.00939503029239,Micro Cap,True
Austin Engg Co,129.4,9.3,45.03,34.83,4.13,10.44,95.97270637098569,Micro Cap,True
Australian Prem,293.3,10.46,591.29,8.94,43.96,55.94,269.2307692307693,Small Cap,True
Authum Invest,518.0,22.78,43989.88,-96.61,-78.6,13.67,15280.235988200571,Large Cap,True
Auto.Corp.of Goa,2255.25,18.98,1373.14,26.6,24.8,29.67,1781.398104265403,Small Cap,True
Autofurnish,45.01,16.76,60.83,0.0,0.0,25.17,45.01,Micro Cap,True
Autoline Industr,88.08,20.3,399.67,119.97,48.37,13.06,40.04182388507524,Micro Cap,True
Automotive Axles,1781.7,15.54,2692.15,17.33,18.7,22.12,1518.5374584505241,Small Cap,True
Automotive Stamp,519.05,28.62,823.21,168.83,35.88,25.39,193.07740951530707,Small Cap,True
Autoriders Intl.,334.55,12.88,116.45,-21.81,14.73,17.66,427.86801381250797,Micro Cap,True
Avadh Sugar,445.85,15.21,892.52,-23.23,-1.2,6.58,580.7607138205028,Small Cap,True
Available Fin.,153.55,1.46,156.68,-37.9,14.29,0.02,247.26247987117554,Micro Cap,True
Avalon Tech,1750.3,103.5,11689.85,69.48,40.0,19.54,1032.7472268114232,Mid Cap,True
Avana Electrosystems,122.25,23.62,276.84,0.0,0.0,38.13,122.25,Micro Cap,True
Avance Tech.,0.95,14.22,188.28,862.5,-35.96,2.68,0.09870129870129869,Micro Cap,True
Avantel,171.83,299.98,4565.71,-21.55,29.58,9.63,219.03123008285536,Small Cap,True
Avanti Feeds,962.2,21.36,13109.55,-12.84,6.19,25.93,1103.9467645709042,Mid Cap,True
AVATAR Industries,164.85,464.14,171.73,500.0,0.0,1.36,27.474999999999998,Micro Cap,True
Avax Apparels,52.8,14.78,43.89,142.47,10.23,41.89,21.775889800800098,Micro Cap,True
Aveer Foods,550.4,62.12,246.6,-29.51,31.02,15.14,780.819974464463,Micro Cap,True
Avenue Super.,4294.6,94.3,280113.56,19.18,18.91,17.19,3603.4569558650783,Large Cap,True
AvenuesAI,16.07,19.89,5605.58,71.03,114.52,7.71,9.39601239548617,Mid Cap,True
AVG Logistics,183.96,13.26,344.15,102.28,19.88,13.65,90.94324698437809,Micro Cap,True
Avi Ansh,108.5,116.65,151.65,-15.19,15.11,5.14,127.9330267657116,Micro Cap,True
AVI Polymers,17.59,8.14,165.5,1283.78,0.0,45.53,1.271155819566694,Micro Cap,True
AVI Products,47.54,0.0,15.72,-2950.0,-95.09,-28.62,-1.6680701754385965,Micro Cap,False
Avience Biomedi.,414.95,31.79,227.6,0.0,0.0,34.18,414.95,Micro Cap,True
Avio Smart Market,7.23,37.07,220.21,2188.89,285.97,15.52,0.31587363307105193,Micro Cap,True
Avishkar Infra,590.35,0.0,1322.58,-135.58,-100.0,2.34,-1659.2186621697579,Small Cap,False
Aviva Industries,60.58,104.72,196.88,4750.0,216500.0,6.46,1.2490721649484535,Micro Cap,True
Avonmore Capital,10.55,21.6,297.7,-270.3,7.54,5.87,-6.1949500880798585,Micro Cap,True
AVP Infracon,67.7,4.01,169.11,-6.83,28.93,22.91,72.66287431576689,Micro Cap,True
Avro India,10.59,33.75,142.09,36.51,23.29,6.67,7.757673430517911,Micro Cap,True
AVT Natural Prod,70.09,16.47,1067.47,53.34,44.43,14.22,45.708882222512074,Small Cap,True
AWFIS Space,304.85,30.79,2181.6,110.41,20.74,13.17,144.88379829855998,Small Cap,True
AWL Agri Busine.,182.03,22.33,23658.05,53.5,17.75,18.28,118.58631921824103,Large Cap,True
Axel Polymers,45.1,0.0,49.62,-136.77,-8.44,3.49,-122.6543377753603,Micro Cap,False
Axentra Corp,326.65,618.75,643.5,12800.0,0.0,6.94,2.532170542635659,Small Cap,True
Axis Bank,1377.2,16.24,428364.24,1.71,5.3,6.24,1354.0458165372138,Large Cap,True
Axis Solution,323.05,52.54,1526.74,10.47,18.14,23.07,292.43233457047165,Small Cap,True
AXISCADES Tech.,1691.0,91.04,7191.99,-98.29,1.88,15.3,98888.8888888895,Mid Cap,True
Axita Cotton,7.57,152.46,289.68,-25.81,-56.36,6.32,10.203531473244373,Micro Cap,True
Axtel Industries,437.6,22.69,706.93,134.45,87.64,33.69,186.64960545958627,Small Cap,True
Aye Finance,167.92,21.4,4144.0,111.08,29.16,11.32,79.55277619859767,Small Cap,True
AYM Syntex,214.48,192.03,1259.73,344.83,1.43,5.35,48.21617247038194,Small Cap,True
Azad Engineering,2020.1,98.18,13046.16,42.42,27.27,11.92,1418.4103356270186,Mid Cap,True
